x	y	classify	taxa	attr1	attr2
-262.708102	46.88320122	1	A257	-262.708102	46.88320122
-192.8310011	19.85510162	1	A258	-192.8310011	19.85510162
-148.8463901	-21.75736264	1	A259	-148.8463901	-21.75736264
9.934193342	47.49341296	3	A260	9.934193342	47.49341296
122.287971	-72.72543234	5	A261	122.287971	-72.72543234
220.4663201	-15.34999091	5	A262	220.4663201	-15.34999091
91.96539291	-40.42316417	2	A263	91.96539291	-40.42316417
-166.9316424	132.3594294	5	A264	-166.9316424	132.3594294
186.2245224	-53.59018075	5	A265	186.2245224	-53.59018075
-220.5106088	35.92889739	1	A266	-220.5106088	35.92889739
184.8420188	146.9682622	2	A267	184.8420188	146.9682622
125.5547747	203.417081	3	A268	125.5547747	203.417081
-17.53477638	-60.94077904	3	A269	-17.53477638	-60.94077904
-0.706657493	-199.4485569	4	A270	-0.706657493	-199.4485569
17.56409293	-206.0010004	4	A271	17.56409293	-206.0010004
0.460479203	168.2937127	3	A272	0.460479203	168.2937127
-152.0279102	-192.2321716	5	A273	-152.0279102	-192.2321716
-96.30728002	229.5444025	1	A274	-96.30728002	229.5444025
17.08179932	-232.021209	4	A275	17.08179932	-232.021209
-131.4458649	-12.02816588	1	A276	-131.4458649	-12.02816588
23.893994	79.12600861	3	A277	23.893994	79.12600861
-195.2992108	-91.78983346	3	A278	-195.2992108	-91.78983346
65.8440859	-172.2632342	4	A279	65.8440859	-172.2632342
-8.787334274	170.5882575	3	A280	-8.787334274	170.5882575
63.66225551	194.1718444	3	A281	63.66225551	194.1718444
88.74773388	160.7624125	3	A282	88.74773388	160.7624125
49.92051137	272.3861681	3	A283	49.92051137	272.3861681
168.3120562	80.70798413	2	A284	168.3120562	80.70798413
131.0309263	-9.230163966	2	A285	131.0309263	-9.230163966
-21.49782518	82.9442457	3	A286	-21.49782518	82.9442457
-40.72115725	36.08401388	3	A287	-40.72115725	36.08401388
14.44877837	59.8229038	3	A288	14.44877837	59.8229038
171.8628396	-168.5237732	4	A289	171.8628396	-168.5237732
-180.2820572	50.48890879	4	A290	-180.2820572	50.48890879
80.39092827	-177.3555943	4	A291	80.39092827	-177.3555943
121.1265969	-185.4840945	4	A292	121.1265969	-185.4840945
-50.52163213	-3.559007985	3	A293	-50.52163213	-3.559007985
74.6907449	88.32665293	3	A294	74.6907449	88.32665293
-101.4486361	166.6197737	3	A295	-101.4486361	166.6197737
92.88866757	-162.8518669	4	A296	92.88866757	-162.8518669
-65.33466787	97.47392637	3	A297	-65.33466787	97.47392637
-64.5181581	61.76284228	3	A298	-64.5181581	61.76284228
149.6860483	-9.763158256	2	A299	149.6860483	-9.763158256
-136.9191349	-48.37946256	1	A300	-136.9191349	-48.37946256
-107.7446422	80.05081774	3	A301	-107.7446422	80.05081774
-47.94060453	62.69984389	3	A302	-47.94060453	62.69984389
-168.7943486	164.0118823	5	A303	-168.7943486	164.0118823
73.27303007	-64.27661895	2	A304	73.27303007	-64.27661895
-47.29365544	188.0020567	1	A305	-47.29365544	188.0020567
-25.69739351	160.2619732	3	A306	-25.69739351	160.2619732
-46.37937379	42.18886253	3	A307	-46.37937379	42.18886253
57.65534788	48.00843508	3	A308	57.65534788	48.00843508
158.9604396	257.0499195	5	A309	158.9604396	257.0499195
-27.08960327	-28.56501578	3	A310	-27.08960327	-28.56501578
-147.2168205	-41.30594284	1	A311	-147.2168205	-41.30594284
-31.77811929	0.690991438	3	A312	-31.77811929	0.690991438
-96.16448046	-180.1330595	5	A313	-96.16448046	-180.1330595
-190.3806634	-179.2240854	2	A314	-190.3806634	-179.2240854
209.1736753	1.842991037	2	A315	209.1736753	1.842991037
-196.6383424	22.21743657	1	A316	-196.6383424	22.21743657
41.22718596	-213.066804	4	A317	41.22718596	-213.066804
-55.75637527	152.173704	3	A318	-55.75637527	152.173704
3.41533219	229.4496962	4	A319	3.41533219	229.4496962
66.19212688	-197.0045965	4	A320	66.19212688	-197.0045965
227.7073504	34.80340811	2	A321	227.7073504	34.80340811
-40.89204501	-116.7147339	5	A322	-40.89204501	-116.7147339
-156.4426268	-218.2939216	4	A323	-156.4426268	-218.2939216
-80.45138825	95.21545585	3	A324	-80.45138825	95.21545585
-48.7612053	122.2821695	3	A325	-48.7612053	122.2821695
63.11438163	208.8981669	3	A326	63.11438163	208.8981669
25.57298092	-87.72751558	3	A327	25.57298092	-87.72751558
124.8896457	-183.1058082	4	A328	124.8896457	-183.1058082
16.13083091	128.2845974	3	A329	16.13083091	128.2845974
-39.07511131	104.2456122	3	A330	-39.07511131	104.2456122
-201.5737257	55.30250389	1	A331	-201.5737257	55.30250389
125.4066408	137.5139366	3	A332	125.4066408	137.5139366
55.72062338	-219.3455804	4	A333	55.72062338	-219.3455804
28.79361969	65.24976099	3	A334	28.79361969	65.24976099
91.14216077	-48.21543803	2	A335	91.14216077	-48.21543803
-184.6500046	-61.80212156	1	A336	-184.6500046	-61.80212156
155.9899722	-185.7309349	4	A337	155.9899722	-185.7309349
-52.32067193	-10.81937513	3	A338	-52.32067193	-10.81937513
-174.9737591	-79.08517536	1	A339	-174.9737591	-79.08517536
-146.7269548	-201.5528664	5	A340	-146.7269548	-201.5528664
-15.17106009	-14.37772382	3	A341	-15.17106009	-14.37772382
-16.68973718	76.55932009	3	A342	-16.68973718	76.55932009
-67.24704268	151.6437345	3	A343	-67.24704268	151.6437345
167.9342955	138.9769341	2	A344	167.9342955	138.9769341
190.1720456	136.1117082	2	A345	190.1720456	136.1117082
132.7222056	25.82773467	2	A346	132.7222056	25.82773467
44.72043684	136.4024731	3	A347	44.72043684	136.4024731
19.85973012	82.70163626	3	A348	19.85973012	82.70163626
-201.8804972	-26.64553845	1	A349	-201.8804972	-26.64553845
140.8833713	8.714210515	2	A350	140.8833713	8.714210515
-65.9590538	145.2979573	3	A351	-65.9590538	145.2979573
87.91089304	-190.7105741	4	A352	87.91089304	-190.7105741
-37.52653175	118.6516155	3	A353	-37.52653175	118.6516155
15.26740959	244.336365	5	A354	15.26740959	244.336365
-0.500846822	-94.10308389	5	A355	-0.500846822	-94.10308389
142.5036818	57.77958326	2	A356	142.5036818	57.77958326
15.4534146	151.3580419	3	A357	15.4534146	151.3580419
33.98152634	-244.3261346	4	A358	33.98152634	-244.3261346
14.04893136	135.7362345	3	A359	14.04893136	135.7362345
45.42327917	137.6788312	3	A360	45.42327917	137.6788312
-83.49918708	-88.83420005	3	A361	-83.49918708	-88.83420005
-122.3717456	-167.7141458	5	A362	-122.3717456	-167.7141458
161.7516902	-23.36012806	2	A363	161.7516902	-23.36012806
190.5740342	-33.46649113	5	A364	190.5740342	-33.46649113
156.804594	-131.8159556	4	A365	156.804594	-131.8159556
-169.6103546	-31.76350875	1	A366	-169.6103546	-31.76350875
70.94210247	-154.3067158	4	A367	70.94210247	-154.3067158
63.19494378	77.14480753	3	A368	63.19494378	77.14480753
42.24103803	94.99539117	3	A369	42.24103803	94.99539117
52.83730652	-228.1635462	4	A370	52.83730652	-228.1635462
87.75075012	68.353936	3	A371	87.75075012	68.353936
-152.0246461	-194.5823892	5	A372	-152.0246461	-194.5823892
-164.5577332	10.3748702	1	A373	-164.5577332	10.3748702
-74.90756744	-156.6578721	2	A374	-74.90756744	-156.6578721
-221.6014002	2.72701832	1	A375	-221.6014002	2.72701832
24.25344241	186.0920507	3	A376	24.25344241	186.0920507
59.77130198	-163.7618479	4	A377	59.77130198	-163.7618479
-233.7121968	-47.0509761	1	A378	-233.7121968	-47.0509761
7.408094812	23.82857617	3	A379	7.408094812	23.82857617
-170.6467589	181.7512722	5	A380	-170.6467589	181.7512722
48.46343847	-190.6556054	4	A381	48.46343847	-190.6556054
16.75618398	-219.9587916	4	A382	16.75618398	-219.9587916
213.6086749	116.5446582	5	A383	213.6086749	116.5446582
228.6734824	112.8840064	5	A384	228.6734824	112.8840064
-169.7496182	38.12616391	1	A385	-169.7496182	38.12616391
-67.50913424	93.74819969	3	A386	-67.50913424	93.74819969
-50.56547558	197.6409095	3	A387	-50.56547558	197.6409095
-138.6795945	-143.0791302	5	A388	-138.6795945	-143.0791302
86.16671017	-223.051213	4	A389	86.16671017	-223.051213
92.07306368	235.2608618	3	A390	92.07306368	235.2608618
-159.0782905	-27.06756161	1	A391	-159.0782905	-27.06756161
164.5501185	149.5565054	3	A392	164.5501185	149.5565054
-80.1728224	-52.12476825	3	A393	-80.1728224	-52.12476825
-0.632010624	20.09287581	3	A394	-0.632010624	20.09287581
156.6349943	-1.019932185	2	A395	156.6349943	-1.019932185
84.35298535	-18.96521223	2	A396	84.35298535	-18.96521223
6.680782657	-309.6042197	4	A397	6.680782657	-309.6042197
167.4632087	9.045826702	2	A398	167.4632087	9.045826702
56.14775946	-34.85703006	3	A399	56.14775946	-34.85703006
48.50446662	-208.1733336	4	A400	48.50446662	-208.1733336
-175.9281216	-171.7535555	5	A401	-175.9281216	-171.7535555
-150.5183761	48.49832481	1	A402	-150.5183761	48.49832481
-78.84326143	132.9877899	3	A403	-78.84326143	132.9877899
180.659804	-17.81659705	2	A404	180.659804	-17.81659705
-152.5980993	-5.04611019	1	A405	-152.5980993	-5.04611019
-90.31000719	97.70323188	3	A406	-90.31000719	97.70323188
133.4778491	249.1337438	3	A407	133.4778491	249.1337438
-68.48151141	81.26748479	3	A408	-68.48151141	81.26748479
154.0356274	64.12409942	2	A409	154.0356274	64.12409942
-4.448286621	113.403761	3	A410	-4.448286621	113.403761
53.49249372	259.3525147	3	A411	53.49249372	259.3525147
-120.0682521	-46.32027495	1	A412	-120.0682521	-46.32027495
-15.33027433	193.4424985	3	A413	-15.33027433	193.4424985
-183.957323	-2.173968155	1	A414	-183.957323	-2.173968155
-81.92931042	-169.2057682	5	A415	-81.92931042	-169.2057682
-30.76177091	138.7987179	3	A416	-30.76177091	138.7987179
-124.1732266	-148.5189391	2	A417	-124.1732266	-148.5189391
-122.0941739	187.4177751	3	A418	-122.0941739	187.4177751
109.7033021	178.3616283	3	A419	109.7033021	178.3616283
144.7123056	0.678052614	2	A420	144.7123056	0.678052614
14.61021224	131.9238197	3	A421	14.61021224	131.9238197
36.44411969	24.72834768	3	A422	36.44411969	24.72834768
-38.90010025	109.6587467	3	A423	-38.90010025	109.6587467
116.6309318	-160.847486	4	A424	116.6309318	-160.847486
136.1124744	71.46723036	2	A425	136.1124744	71.46723036
-199.1964059	-21.38954096	1	A426	-199.1964059	-21.38954096
-42.46064174	21.16875065	3	A427	-42.46064174	21.16875065
-134.8319768	-0.256513047	1	A428	-134.8319768	-0.256513047
154.8068036	-180.0943856	4	A429	154.8068036	-180.0943856
-115.5113961	142.4440135	3	A430	-115.5113961	142.4440135
115.9254282	-201.9690449	4	A431	115.9254282	-201.9690449
-105.3642897	-171.3734415	5	A432	-105.3642897	-171.3734415
3.095703805	159.0366252	3	A433	3.095703805	159.0366252
-190.5566033	27.60860181	1	A434	-190.5566033	27.60860181
144.6447644	69.38534822	2	A435	144.6447644	69.38534822
20.65766165	-172.2062194	4	A436	20.65766165	-172.2062194
-68.06627067	180.1468051	3	A437	-68.06627067	180.1468051
55.24441519	81.247614	3	A438	55.24441519	81.247614
7.049579569	-189.6453477	4	A439	7.049579569	-189.6453477
-11.25414661	-36.4199012	3	A440	-11.25414661	-36.4199012
87.09658507	-8.630797186	2	A441	87.09658507	-8.630797186
106.0295374	151.5069066	3	A442	106.0295374	151.5069066
38.79979307	174.8538043	3	A443	38.79979307	174.8538043
-173.6702799	-8.874315434	1	A444	-173.6702799	-8.874315434
235.4361424	118.2771566	5	A445	235.4361424	118.2771566
-33.89461929	148.3009514	3	A446	-33.89461929	148.3009514
-98.81672705	213.4155859	4	A447	-98.81672705	213.4155859
-127.1017473	104.8619785	2	A448	-127.1017473	104.8619785
-200.2208325	55.00507972	1	A449	-200.2208325	55.00507972
-15.1231567	181.7196014	3	A450	-15.1231567	181.7196014
-179.0174671	70.13960877	1	A451	-179.0174671	70.13960877
5.694419468	110.7140948	3	A452	5.694419468	110.7140948
-56.66297208	67.09593626	3	A453	-56.66297208	67.09593626
83.14195337	132.0464191	3	A454	83.14195337	132.0464191
-48.28126016	95.18995221	3	A455	-48.28126016	95.18995221
159.1959476	-134.4634942	4	A456	159.1959476	-134.4634942
135.9722844	42.85478857	2	A457	135.9722844	42.85478857
10.21397529	31.05050721	3	A458	10.21397529	31.05050721
101.1123737	-218.2995701	4	A459	101.1123737	-218.2995701
4.227499668	64.85794373	3	A460	4.227499668	64.85794373
-94.20036353	149.0888931	3	A461	-94.20036353	149.0888931
173.4130074	115.1511461	2	A462	173.4130074	115.1511461
110.2622219	-42.66497415	2	A463	110.2622219	-42.66497415
132.8240973	-147.7594138	4	A464	132.8240973	-147.7594138
-59.53332434	-132.1554	5	A465	-59.53332434	-132.1554
-187.8568769	-27.70189797	1	A466	-187.8568769	-27.70189797
-136.1118679	-192.891303	5	A467	-136.1118679	-192.891303
-20.64198274	102.1997177	3	A468	-20.64198274	102.1997177
111.4824819	-208.3163674	4	A469	111.4824819	-208.3163674
104.4084848	-170.2797832	4	A470	104.4084848	-170.2797832
24.49868948	186.6453711	3	A471	24.49868948	186.6453711
-159.2586883	-35.79915654	1	A472	-159.2586883	-35.79915654
115.7240701	-184.6818244	4	A473	115.7240701	-184.6818244
-112.9692213	27.93623494	5	A474	-112.9692213	27.93623494
129.6022455	-38.06536064	2	A475	129.6022455	-38.06536064
185.3331554	126.9416443	2	A476	185.3331554	126.9416443
-107.7637087	167.2348027	3	A477	-107.7637087	167.2348027
-187.74222	-4.910580404	1	A478	-187.74222	-4.910580404
-169.9011883	-25.6236733	1	A479	-169.9011883	-25.6236733
10.10787915	-53.17603034	3	A480	10.10787915	-53.17603034
-164.7724594	-12.36427083	1	A481	-164.7724594	-12.36427083
150.310794	-33.86934455	2	A482	150.310794	-33.86934455
22.5139242	-195.6377798	4	A483	22.5139242	-195.6377798
-156.1659856	30.82772325	1	A484	-156.1659856	30.82772325
-124.45098	119.9293851	3	A485	-124.45098	119.9293851
139.0967207	188.148214	2	A486	139.0967207	188.148214
-146.3091863	-18.25459261	1	A487	-146.3091863	-18.25459261
29.12593376	204.2776758	2	A488	29.12593376	204.2776758
-70.14694168	42.27873591	3	A489	-70.14694168	42.27873591
-55.4018304	-45.61634799	3	A490	-55.4018304	-45.61634799
248.2918268	-13.23186036	5	A491	248.2918268	-13.23186036
153.5486571	-18.7306746	2	A492	153.5486571	-18.7306746
57.86197409	-191.2395309	4	A493	57.86197409	-191.2395309
218.4159167	-50.98595082	5	A494	218.4159167	-50.98595082
131.731326	48.72514963	2	A495	131.731326	48.72514963
-74.42820131	110.8001773	3	A496	-74.42820131	110.8001773
-202.172974	40.48622996	1	A497	-202.172974	40.48622996
198.6253343	144.5775291	3	A498	198.6253343	144.5775291
18.20496183	-5.677282254	3	A499	18.20496183	-5.677282254
-153.544644	0.655077279	1	A500	-153.544644	0.655077279
-40.97557448	73.07433419	3	A501	-40.97557448	73.07433419
-155.7365151	-177.5559212	5	A502	-155.7365151	-177.5559212
16.23732562	43.97809587	3	A503	16.23732562	43.97809587
203.8123432	183.5140167	5	A504	203.8123432	183.5140167
94.33980189	-176.5701542	4	A505	94.33980189	-176.5701542
-44.88686525	208.4084819	3	A506	-44.88686525	208.4084819
-41.83464897	193.7438091	3	A507	-41.83464897	193.7438091
-142.1288108	-158.9702148	2	A508	-142.1288108	-158.9702148
205.443746	82.83480998	2	A509	205.443746	82.83480998
104.3668916	-7.512089986	2	A510	104.3668916	-7.512089986
142.1406438	84.92633806	5	A511	142.1406438	84.92633806
45.09415627	-165.3609097	4	A512	45.09415627	-165.3609097
142.6823171	-4.523796037	2	A513	142.6823171	-4.523796037
-18.11334485	-117.564643	2	A514	-18.11334485	-117.564643
-62.49182923	94.73788271	3	A515	-62.49182923	94.73788271
-17.69866511	66.63243203	3	A516	-17.69866511	66.63243203
223.4834681	47.75914014	4	A517	223.4834681	47.75914014
-164.5218905	87.38378243	1	A518	-164.5218905	87.38378243
188.1806044	57.45976476	2	A519	188.1806044	57.45976476
-178.4203193	-31.48869272	1	A520	-178.4203193	-31.48869272
-101.6803938	155.3926461	3	A521	-101.6803938	155.3926461
72.93162688	-247.6794933	4	A522	72.93162688	-247.6794933
-185.2763179	206.0215119	3	A523	-185.2763179	206.0215119
79.60500786	-123.3026666	4	A524	79.60500786	-123.3026666
-34.42840874	-227.1922804	4	A525	-34.42840874	-227.1922804
19.37401177	135.6993075	1	A526	19.37401177	135.6993075
-169.5110625	-56.75597006	1	A527	-169.5110625	-56.75597006
142.1099368	29.46528626	2	A528	142.1099368	29.46528626
-122.3355297	145.785929	3	A529	-122.3355297	145.785929
-37.43351663	-218.630042	4	A530	-37.43351663	-218.630042
-181.5708162	-202.026852	5	A531	-181.5708162	-202.026852
187.4739783	-50.3987502	5	A532	187.4739783	-50.3987502
77.16501213	140.6459409	3	A533	77.16501213	140.6459409
115.4131523	-204.510183	4	A534	115.4131523	-204.510183
89.50200369	-165.8724012	4	A535	89.50200369	-165.8724012
-10.76847556	63.07188342	3	A536	-10.76847556	63.07188342
42.73987588	58.41120158	3	A537	42.73987588	58.41120158
-129.8643131	-32.11368481	1	A538	-129.8643131	-32.11368481
187.8253635	-166.19497	4	A539	187.8253635	-166.19497
179.5452181	-64.47759345	5	A540	179.5452181	-64.47759345
14.83863426	1.239131728	3	A541	14.83863426	1.239131728
-95.22272009	126.4759429	3	A542	-95.22272009	126.4759429
194.6551649	-38.40768402	5	A543	194.6551649	-38.40768402
136.0347165	-36.66677684	2	A544	136.0347165	-36.66677684
-25.59521731	34.97711661	3	A545	-25.59521731	34.97711661
35.91351068	30.56565958	3	A546	35.91351068	30.56565958
10.14334082	210.7770561	3	A547	10.14334082	210.7770561
96.67880747	-218.0552597	4	A548	96.67880747	-218.0552597
-187.8793371	38.46048026	1	A549	-187.8793371	38.46048026
-86.87082339	-115.5308638	2	A550	-86.87082339	-115.5308638
62.69129093	-66.441471	2	A551	62.69129093	-66.441471
80.8834858	134.8210054	3	A552	80.8834858	134.8210054
82.21019653	-181.2392056	4	A553	82.21019653	-181.2392056
213.2619312	18.4691076	5	A554	213.2619312	18.4691076
111.2613222	-165.1775586	4	A555	111.2613222	-165.1775586
41.91314959	-218.1379566	4	A556	41.91314959	-218.1379566
-72.38211336	111.9128644	3	A557	-72.38211336	111.9128644
-143.6122602	-57.67471953	1	A558	-143.6122602	-57.67471953
-55.99312154	-164.5729528	2	A559	-55.99312154	-164.5729528
202.7859895	-11.65390041	4	A560	202.7859895	-11.65390041
-45.88311743	223.3892358	3	A561	-45.88311743	223.3892358
23.21797684	233.9321558	5	A562	23.21797684	233.9321558
176.4804068	75.03420152	2	A563	176.4804068	75.03420152
40.76730339	-69.28953078	2	A564	40.76730339	-69.28953078
134.0807093	-12.70331974	2	A565	134.0807093	-12.70331974
-151.5909992	-32.17787517	1	A566	-151.5909992	-32.17787517
212.6100592	57.99831705	2	A567	212.6100592	57.99831705
85.76642823	-210.1964278	4	A568	85.76642823	-210.1964278
-161.4334159	163.4664155	3	A569	-161.4334159	163.4664155
20.86209773	10.66875877	3	A570	20.86209773	10.66875877
221.8600971	4.375163767	5	A571	221.8600971	4.375163767
-177.8957792	31.17075839	1	A572	-177.8957792	31.17075839
198.8853649	-50.84509993	3	A573	198.8853649	-50.84509993
15.35741948	24.47051622	3	A574	15.35741948	24.47051622
-142.8856199	-131.4766745	3	A575	-142.8856199	-131.4766745
83.13994868	-162.2261539	4	A576	83.13994868	-162.2261539
123.1377179	-9.372302067	2	A577	123.1377179	-9.372302067
229.5087089	81.34667995	2	A578	229.5087089	81.34667995
96.4984628	132.349256	3	A579	96.4984628	132.349256
-174.9485235	22.13710822	1	A580	-174.9485235	22.13710822
136.5686549	87.77993373	2	A581	136.5686549	87.77993373
107.428846	-8.666651828	2	A582	107.428846	-8.666651828
-109.8574604	-87.41494673	3	A583	-109.8574604	-87.41494673
76.05599377	-211.9030291	4	A584	76.05599377	-211.9030291
-210.6907407	38.22039371	1	A585	-210.6907407	38.22039371
-124.5418396	-183.9577122	5	A586	-124.5418396	-183.9577122
235.136736	37.14817992	2	A587	235.136736	37.14817992
-136.0409657	-55.11897757	1	A588	-136.0409657	-55.11897757
74.96640409	225.6055402	5	A589	74.96640409	225.6055402
208.7302914	99.75191871	2	A590	208.7302914	99.75191871
237.9218809	-48.607839	5	A591	237.9218809	-48.607839
69.3527242	-158.8100077	4	A592	69.3527242	-158.8100077
58.58105906	-151.0803523	4	A593	58.58105906	-151.0803523
150.540732	162.5745743	3	A594	150.540732	162.5745743
-61.05455946	183.7857937	3	A595	-61.05455946	183.7857937
108.7740107	-202.9589381	4	A596	108.7740107	-202.9589381
-3.104045554	-215.9935056	4	A597	-3.104045554	-215.9935056
153.2454175	-59.57084147	5	A598	153.2454175	-59.57084147
12.11144876	-12.01800955	3	A599	12.11144876	-12.01800955
272.7225807	12.94823373	2	A600	272.7225807	12.94823373
-228.2178473	-22.42206022	1	A601	-228.2178473	-22.42206022
85.11839043	220.3529765	1	A602	85.11839043	220.3529765
50.15445202	-169.0814733	4	A603	50.15445202	-169.0814733
-86.52717458	163.8548597	3	A604	-86.52717458	163.8548597
157.7448167	-70.59435028	2	A605	157.7448167	-70.59435028
96.63617105	90.37512758	3	A606	96.63617105	90.37512758
21.46103342	-17.93441627	3	A607	21.46103342	-17.93441627
206.0029638	-20.18467727	5	A608	206.0029638	-20.18467727
-7.337133463	54.0720881	3	A609	-7.337133463	54.0720881
-218.8923103	77.61341403	1	A610	-218.8923103	77.61341403
-198.3832258	-26.45219856	1	A611	-198.3832258	-26.45219856
56.20223362	-39.57808877	3	A612	56.20223362	-39.57808877
-21.95111928	109.7769064	3	A613	-21.95111928	109.7769064
256.3102665	1.452779045	5	A614	256.3102665	1.452779045
24.15360609	206.8261957	3	A615	24.15360609	206.8261957
5.044380492	-184.4202083	4	A616	5.044380492	-184.4202083
-116.3291931	-134.8911932	3	A617	-116.3291931	-134.8911932
51.21406753	-0.392461218	3	A618	51.21406753	-0.392461218
